Codice Prodotto,Nome Prodotto,Categoria,Prezzo
P04069,Plus Giardinaggio 654,Giardinaggio,936.31
P04070,Pro Elettrodomestici 55,Elettrodomestici,1184.55
P04071,Ultra Arredamento 567,Arredamento,1743.79
P04072,Lite Sport 368,Sport,133.54
P04073,Air Giochi 497,Giochi,671.36
P04074,Mini Giochi 436,Giochi,102.84
P04075,Ultra Elettrodomestici 639,Elettrodomestici,540.9
P04076,Lite Elettrodomestici 698,Elettrodomestici,1123.31
P04077,Max Giardinaggio 694,Giardinaggio,824.63
P04078,Eco Informatica 787,Informatica,1292.79
P04079,Ultra Giochi 10,Giochi,1215.34
P04080,Max Elettrodomestici 547,Elettrodomestici,641.6
P04081,Pro Telefonia 309,Telefonia,1187.0
P04082,Air Automotive 984,Automotive,25.37
P04083,Max Telefonia 522,Telefonia,1461.62
P04084,Air Elettrodomestici 830,Elettrodomestici,1339.16
P04085,Max Giochi 555,Giochi,699.05
P04086,Smart Automotive 523,Automotive,1880.96
P04087,Prime Informatica 841,Informatica,1028.29
P04088,Lite Bellezza 766,Bellezza,1933.06
P04089,Pro Giardinaggio 225,Giardinaggio,1840.97
P04090,Smart Automotive 111,Automotive,1875.31
P04091,Prime Elettrodomestici 600,Elettrodomestici,556.79
P04092,Prime Abbigliamento 964,Abbigliamento,1485.86
P04093,Air Giochi 151,Giochi,1512.93
P04094,Lite Giochi 106,Giochi,691.91
P04095,Smart Giardinaggio 536,Giardinaggio,1988.67
P04096,Mini Telefonia 463,Telefonia,729.57
P04097,Lite Giardinaggio 79,Giardinaggio,119.52
P04098,Smart Giochi 762,Giochi,913.3
P04099,Mini Giochi 809,Giochi,1888.35
P04100,Smart Informatica 929,Informatica,1067.11
P04101,Prime Abbigliamento 507,Abbigliamento,1795.76
P04102,Smart Informatica 41,Informatica,1539.85
P04103,Lite Telefonia 415,Telefonia,254.51
P04104,Max Giochi 381,Giochi,1240.64
P04105,Air Abbigliamento 207,Abbigliamento,329.6
P04106,Eco Abbigliamento 433,Abbigliamento,369.17
P04107,Mini Arredamento 621,Arredamento,1212.99
P04108,Plus Elettrodomestici 961,Elettrodomestici,475.44
P04109,Lite Sport 782,Sport,1336.14
P04110,Max Sport 646,Sport,55.41
P04111,Ultra Elettrodomestici 232,Elettrodomestici,1892.24
P04112,Pro Giardinaggio 527,Giardinaggio,652.74
P04113,Plus Elettrodomestici 110,Elettrodomestici,368.34
P04114,Ultra Bellezza 422,Bellezza,510.62
P04115,Prime Bellezza 108,Bellezza,8.68
P04116,Prime Arredamento 940,Arredamento,1858.36
P04117,Mini Giochi 652,Giochi,1874.22
P04118,Air Giardinaggio 276,Giardinaggio,193.45
P04119,Ultra Sport 758,Sport,63.87
P04120,Max Abbigliamento 236,Abbigliamento,1840.38
P04121,Smart Sport 913,Sport,559.85
P04122,Mini Telefonia 778,Telefonia,189.55
P04123,Prime Giardinaggio 722,Giardinaggio,1011.25
P04124,Eco Elettrodomestici 598,Elettrodomestici,334.18
P04125,Mini Abbigliamento 759,Abbigliamento,1281.89
P04126,Lite Arredamento 367,Arredamento,1546.68
P04127,Pro Telefonia 643,Telefonia,1941.82
P04128,Max Abbigliamento 646,Abbigliamento,1223.94
P04129,Ultra Telefonia 973,Telefonia,1008.59
P04130,Ultra Automotive 249,Automotive,25.93
P04131,Eco Telefonia 522,Telefonia,461.38
P04132,Mini Telefonia 898,Telefonia,1074.41
P04133,Mini Sport 529,Sport,561.09
P04134,Air Giochi 302,Giochi,1905.51
P04135,Eco Telefonia 424,Telefonia,438.2
P04136,Plus Abbigliamento 278,Abbigliamento,140.04
P04137,Eco Giochi 237,Giochi,1262.05
P04138,Ultra Elettrodomestici 187,Elettrodomestici,461.8
P04139,Smart Informatica 878,Informatica,667.05
P04140,Mini Elettrodomestici 337,Elettrodomestici,1103.52
P04141,Lite Automotive 543,Automotive,751.16
P04142,Lite Giardinaggio 290,Giardinaggio,318.74
P04143,Pro Arredamento 519,Arredamento,112.24
P04144,Max Abbigliamento 528,Abbigliamento,324.89
P04145,Plus Telefonia 644,Telefonia,165.24
P04146,Mini Elettrodomestici 616,Elettrodomestici,1983.79
P04147,Smart Abbigliamento 922,Abbigliamento,242.83
P04148,Lite Informatica 693,Informatica,1140.23
P04149,Max Arredamento 452,Arredamento,1886.53
P04150,Air Giochi 706,Giochi,1967.75
P04151,Ultra Arredamento 904,Arredamento,185.75
P04152,Max Informatica 848,Informatica,1897.43
P04153,Air Telefonia 525,Telefonia,1933.03
P04154,Max Giardinaggio 438,Giardinaggio,167.72
P04155,Max Telefonia 303,Telefonia,686.81
P04156,Prime Sport 848,Sport,22.91
P04157,Max Sport 584,Sport,527.59
P04158,Smart Arredamento 273,Arredamento,609.16
P04159,Plus Abbigliamento 498,Abbigliamento,1556.37
P04160,Ultra Elettrodomestici 902,Elettrodomestici,1360.37
P04161,Pro Giardinaggio 275,Giardinaggio,1479.1
P04162,Prime Giardinaggio 803,Giardinaggio,50.74
P04163,Eco Abbigliamento 539,Abbigliamento,876.05
P04164,Prime Abbigliamento 693,Abbigliamento,667.73
P04165,Eco Giochi 576,Giochi,1103.51
P04166,Mini Giardinaggio 379,Giardinaggio,787.23
P04167,Mini Giochi 883,Giochi,54.01
P04168,Pro Sport 931,Sport,1836.87
P04169,Ultra Giardinaggio 777,Giardinaggio,1405.38
P04170,Max Sport 636,Sport,87.83
P04171,Max Elettrodomestici 749,Elettrodomestici,851.02
P04172,Prime Telefonia 132,Telefonia,1693.85
P04173,Air Elettrodomestici 899,Elettrodomestici,870.23
P04174,Max Telefonia 346,Telefonia,342.26
P04175,Smart Sport 122,Sport,255.81
P04176,Prime Informatica 757,Informatica,405.72
P04177,Lite Giardinaggio 885,Giardinaggio,1415.93
P04178,Air Elettrodomestici 427,Elettrodomestici,915.4
P04179,Air Giochi 684,Giochi,1298.73
P04180,Eco Automotive 374,Automotive,272.37
P04181,Pro Bellezza 443,Bellezza,951.63
P04182,Mini Telefonia 790,Telefonia,1443.2
P04183,Max Giochi 136,Giochi,197.92
P04184,Prime Elettrodomestici 83,Elettrodomestici,1236.99
P04185,Eco Informatica 170,Informatica,478.26
P04186,Ultra Abbigliamento 757,Abbigliamento,1802.69
P04187,Air Automotive 891,Automotive,348.81
P04188,Prime Giardinaggio 343,Giardinaggio,1873.18
P04189,Max Sport 738,Sport,1014.26
P04190,Mini Abbigliamento 238,Abbigliamento,110.77
P04191,Mini Automotive 416,Automotive,1214.05
P04192,Plus Telefonia 644,Telefonia,1321.04
P04193,Pro Telefonia 108,Telefonia,281.88
P04194,Max Elettrodomestici 938,Elettrodomestici,1772.73
P04195,Mini Telefonia 855,Telefonia,35.74
P04196,Max Informatica 416,Informatica,1918.81
P04197,Pro Arredamento 195,Arredamento,1611.37
P04198,Lite Automotive 791,Automotive,1227.9
P04199,Pro Arredamento 1,Arredamento,712.29
P04200,Eco Telefonia 288,Telefonia,742.61
P04201,Air Giochi 921,Giochi,258.23
P04202,Eco Arredamento 802,Arredamento,181.64
P04203,Plus Giardinaggio 932,Giardinaggio,1870.72
P04204,Pro Sport 839,Sport,1372.69
P04205,Pro Giochi 306,Giochi,633.78
P04206,Max Elettrodomestici 793,Elettrodomestici,1736.44
P04207,Mini Bellezza 529,Bellezza,784.4
P04208,Plus Informatica 758,Informatica,856.29
P04209,Lite Sport 83,Sport,1499.54
P04210,Plus Bellezza 578,Bellezza,1430.62
P04211,Prime Giardinaggio 529,Giardinaggio,1973.24
P04212,Smart Elettrodomestici 737,Elettrodomestici,494.69
P04213,Max Automotive 402,Automotive,30.11
P04214,Air Informatica 523,Informatica,1942.98
P04215,Max Sport 557,Sport,1721.01
P04216,Prime Giochi 508,Giochi,1640.11
P04217,Air Telefonia 379,Telefonia,420.03
P04218,Mini Telefonia 93,Telefonia,988.49
P04219,Pro Bellezza 698,Bellezza,913.2
P04220,Prime Telefonia 487,Telefonia,214.32
P04221,Smart Automotive 761,Automotive,1538.96
P04222,Eco Automotive 672,Automotive,1210.74
P04223,Air Giochi 856,Giochi,556.34
P04224,Mini Arredamento 922,Arredamento,326.92
P04225,Mini Giochi 782,Giochi,1943.25
P04226,Air Arredamento 903,Arredamento,848.7
P04227,Air Bellezza 462,Bellezza,941.67
P04228,Pro Bellezza 792,Bellezza,1635.12
P04229,Prime Telefonia 850,Telefonia,1956.39
P04230,Lite Abbigliamento 119,Abbigliamento,1771.67
P04231,Plus Bellezza 392,Bellezza,1323.03
P04232,Max Elettrodomestici 708,Elettrodomestici,951.82
P04233,Mini Automotive 714,Automotive,508.64
P04234,Plus Giardinaggio 273,Giardinaggio,1580.22
P04235,Prime Giardinaggio 484,Giardinaggio,1831.39
P04236,Ultra Elettrodomestici 778,Elettrodomestici,1371.39
P04237,Lite Bellezza 269,Bellezza,929.25
P04238,Max Abbigliamento 162,Abbigliamento,1566.24
P04239,Smart Bellezza 252,Bellezza,1670.55
P04240,Lite Automotive 811,Automotive,1718.7
P04241,Eco Abbigliamento 425,Abbigliamento,1832.38
P04242,Plus Arredamento 859,Arredamento,1932.4
P04243,Pro Informatica 678,Informatica,1976.2
P04244,Ultra Giardinaggio 979,Giardinaggio,497.94
P04245,Smart Sport 303,Sport,1485.09
P04246,Smart Giardinaggio 302,Giardinaggio,21.34
P04247,Max Sport 537,Sport,1227.04
P04248,Max Abbigliamento 208,Abbigliamento,1103.71
P04249,Lite Telefonia 839,Telefonia,1218.97
P04250,Pro Sport 952,Sport,984.55
P04251,Max Telefonia 93,Telefonia,1491.56
P04252,Plus Abbigliamento 929,Abbigliamento,1266.69
P04253,Max Automotive 937,Automotive,1301.81
P04254,Smart Giardinaggio 215,Giardinaggio,1171.68
P04255,Prime Giochi 803,Giochi,845.92
P04256,Air Informatica 843,Informatica,1768.61
P04257,Prime Automotive 471,Automotive,516.73
P04258,Eco Informatica 163,Informatica,27.64
P04259,Air Abbigliamento 69,Abbigliamento,8.17
P04260,Smart Informatica 132,Informatica,1953.86
P04261,Mini Automotive 972,Automotive,45.96
P04262,Eco Sport 934,Sport,1884.6
P04263,Lite Automotive 551,Automotive,117.73
P04264,Pro Giardinaggio 16,Giardinaggio,455.4
P04265,Lite Bellezza 367,Bellezza,446.76
P04266,Plus Telefonia 574,Telefonia,1727.78
P04267,Pro Sport 520,Sport,1304.77
P04268,Prime Arredamento 515,Arredamento,262.97
P04269,Ultra Arredamento 281,Arredamento,1208.61
P04270,Eco Giochi 285,Giochi,1193.03
P04271,Eco Abbigliamento 336,Abbigliamento,1030.22
P04272,Ultra Elettrodomestici 544,Elettrodomestici,658.68
P04273,Mini Automotive 458,Automotive,1198.33
P04274,Ultra Giardinaggio 418,Giardinaggio,1375.74
P04275,Plus Automotive 567,Automotive,1004.24
P04276,Max Elettrodomestici 643,Elettrodomestici,723.05
P04277,Lite Giardinaggio 159,Giardinaggio,1613.87
P04278,Smart Giochi 253,Giochi,489.72
P04279,Max Telefonia 132,Telefonia,1354.74
P04280,Ultra Giardinaggio 453,Giardinaggio,1462.44
P04281,Air Giochi 454,Giochi,1524.27
P04282,Lite Bellezza 317,Bellezza,371.38
P04283,Eco Automotive 454,Automotive,610.79
P04284,Mini Informatica 408,Informatica,700.33
P04285,Lite Abbigliamento 712,Abbigliamento,556.88
P04286,Plus Abbigliamento 413,Abbigliamento,623.67
P04287,Max Giochi 908,Giochi,860.65
P04288,Air Elettrodomestici 203,Elettrodomestici,676.21
P04289,Smart Informatica 169,Informatica,1416.49
P04290,Plus Arredamento 899,Arredamento,1979.54
P04291,Plus Automotive 475,Automotive,1174.41
P04292,Lite Sport 873,Sport,1893.25
P04293,Ultra Elettrodomestici 909,Elettrodomestici,1343.62
P04294,Prime Bellezza 97,Bellezza,811.26
P04295,Ultra Informatica 237,Informatica,64.74
P04296,Max Arredamento 746,Arredamento,981.96
P04297,Prime Sport 239,Sport,199.34
P04298,Lite Arredamento 948,Arredamento,266.05
P04299,Lite Abbigliamento 76,Abbigliamento,1463.34
P04300,Eco Giardinaggio 873,Giardinaggio,1490.59
P04301,Eco Giochi 6,Giochi,1837.66
P04302,Air Giochi 681,Giochi,294.89
P04303,Max Abbigliamento 141,Abbigliamento,797.04
P04304,Lite Elettrodomestici 568,Elettrodomestici,1092.98
P04305,Eco Telefonia 857,Telefonia,35.59
P04306,Prime Giardinaggio 751,Giardinaggio,811.39
P04307,Ultra Informatica 544,Informatica,1808.77
P04308,Max Abbigliamento 808,Abbigliamento,1693.54
P04309,Prime Informatica 372,Informatica,1390.15
P04310,Pro Giochi 146,Giochi,765.72
P04311,Mini Giochi 376,Giochi,1911.95
P04312,Lite Elettrodomestici 48,Elettrodomestici,632.79
P04313,Pro Abbigliamento 832,Abbigliamento,964.28
P04314,Prime Giardinaggio 266,Giardinaggio,1449.27
P04315,Lite Abbigliamento 286,Abbigliamento,1561.49
P04316,Ultra Abbigliamento 793,Abbigliamento,1359.46
P04317,Plus Telefonia 656,Telefonia,886.08
P04318,Plus Automotive 868,Automotive,674.93
P04319,Lite Abbigliamento 353,Abbigliamento,1562.93
P04320,Lite Automotive 51,Automotive,182.6
P04321,Ultra Bellezza 222,Bellezza,356.47
P04322,Eco Arredamento 929,Arredamento,1489.47
P04323,Ultra Telefonia 387,Telefonia,115.07
P04324,Mini Automotive 1,Automotive,522.19
P04325,Mini Sport 667,Sport,1640.01
P04326,Mini Bellezza 31,Bellezza,240.86
P04327,Eco Sport 697,Sport,114.82
P04328,Ultra Informatica 281,Informatica,325.1
P04329,Mini Sport 683,Sport,1847.0
P04330,Pro Giochi 539,Giochi,645.05
P04331,Prime Telefonia 59,Telefonia,244.14
P04332,Max Automotive 355,Automotive,1679.28
P04333,Air Automotive 341,Automotive,1267.16
P04334,Pro Elettrodomestici 105,Elettrodomestici,1589.87
P04335,Lite Telefonia 862,Telefonia,933.85
P04336,Pro Arredamento 789,Arredamento,523.31
P04337,Ultra Arredamento 142,Arredamento,1392.13
P04338,Smart Automotive 831,Automotive,490.1
P04339,Smart Telefonia 912,Telefonia,1680.29
P04340,Lite Abbigliamento 253,Abbigliamento,1658.58
P04341,Ultra Giochi 9,Giochi,1078.96
P04342,Air Giochi 980,Giochi,1021.69
P04343,Mini Informatica 9,Informatica,1233.7
P04344,Prime Bellezza 100,Bellezza,1918.64
P04345,Plus Arredamento 482,Arredamento,1622.41
P04346,Plus Bellezza 631,Bellezza,702.47
P04347,Pro Informatica 801,Informatica,1311.13
P04348,Eco Giochi 46,Giochi,1387.51
P04349,Max Abbigliamento 882,Abbigliamento,527.77
P04350,Prime Giardinaggio 56,Giardinaggio,448.3
P04351,Plus Giochi 814,Giochi,1554.17
P04352,Eco Giardinaggio 297,Giardinaggio,1579.17
P04353,Smart Bellezza 938,Bellezza,1819.58
P04354,Pro Elettrodomestici 528,Elettrodomestici,664.31
P04355,Eco Sport 869,Sport,1279.3
P04356,Max Sport 414,Sport,903.51
P04357,Air Bellezza 962,Bellezza,1346.69
P04358,Smart Arredamento 582,Arredamento,213.79
P04359,Max Abbigliamento 154,Abbigliamento,266.7
P04360,Ultra Giochi 449,Giochi,266.32
P04361,Smart Giochi 974,Giochi,1453.11
P04362,Mini Abbigliamento 384,Abbigliamento,533.43
P04363,Max Arredamento 941,Arredamento,988.05
P04364,Pro Arredamento 396,Arredamento,1502.82
P04365,Pro Abbigliamento 168,Abbigliamento,72.9
P04366,Prime Giochi 479,Giochi,1804.24
P04367,Max Abbigliamento 422,Abbigliamento,1271.86
P04368,Air Automotive 843,Automotive,350.69
P04369,Ultra Bellezza 427,Bellezza,479.44
P04370,Air Elettrodomestici 887,Elettrodomestici,1283.89
P04371,Plus Sport 919,Sport,961.97
P04372,Smart Informatica 580,Informatica,845.39
P04373,Max Bellezza 456,Bellezza,767.85
P04374,Ultra Bellezza 227,Bellezza,703.42
P04375,Prime Arredamento 823,Arredamento,195.09
P04376,Mini Telefonia 672,Telefonia,269.12
P04377,Mini Abbigliamento 790,Abbigliamento,1979.48
P04378,Lite Informatica 667,Informatica,932.31
P04379,Eco Giochi 620,Giochi,840.29
P04380,Prime Informatica 326,Informatica,600.64
P04381,Plus Arredamento 597,Arredamento,1266.73
P04382,Lite Bellezza 740,Bellezza,975.37
P04383,Max Automotive 737,Automotive,676.28
P04384,Air Bellezza 411,Bellezza,268.65
P04385,Lite Arredamento 279,Arredamento,1848.8
P04386,Mini Giochi 967,Giochi,1070.48
P04387,Lite Giardinaggio 997,Giardinaggio,801.79
P04388,Smart Abbigliamento 987,Abbigliamento,1537.44
P04389,Max Informatica 827,Informatica,1987.85
P04390,Air Abbigliamento 27,Abbigliamento,1965.7
P04391,Air Arredamento 364,Arredamento,264.9
P04392,Air Abbigliamento 889,Abbigliamento,1522.03
P04393,Lite Elettrodomestici 291,Elettrodomestici,1469.65
P04394,Plus Abbigliamento 735,Abbigliamento,545.94
P04395,Pro Informatica 608,Informatica,935.33
P04396,Max Bellezza 383,Bellezza,61.47
P04397,Max Giardinaggio 588,Giardinaggio,649.49
P04398,Pro Giochi 92,Giochi,403.89
P04399,Lite Bellezza 680,Bellezza,21.62
P04400,Prime Abbigliamento 557,Abbigliamento,36.86
P04401,Eco Giardinaggio 929,Giardinaggio,1146.63
P04402,Eco Telefonia 287,Telefonia,329.39
P04403,Lite Automotive 642,Automotive,1603.21
P04404,Max Automotive 850,Automotive,1069.51
P04405,Prime Sport 297,Sport,1494.62
P04406,Air Telefonia 579,Telefonia,1065.32
P04407,Eco Abbigliamento 198,Abbigliamento,1015.74
P04408,Mini Giochi 457,Giochi,570.45
P04409,Prime Telefonia 72,Telefonia,1856.18
P04410,Prime Automotive 312,Automotive,999.26
P04411,Ultra Giardinaggio 641,Giardinaggio,1650.57
P04412,Plus Informatica 645,Informatica,788.69
P04413,Plus Giochi 21,Giochi,1880.57
P04414,Smart Informatica 427,Informatica,583.38
P04415,Mini Giardinaggio 968,Giardinaggio,1658.76
P04416,Max Sport 394,Sport,1634.9
P04417,Smart Sport 786,Sport,1471.41
P04418,Eco Giochi 122,Giochi,102.27
P04419,Pro Abbigliamento 57,Abbigliamento,229.67
P04420,Max Giochi 692,Giochi,227.99
P04421,Smart Bellezza 303,Bellezza,239.28
P04422,Plus Elettrodomestici 23,Elettrodomestici,596.42
P04423,Max Arredamento 681,Arredamento,783.69
P04424,Lite Giochi 993,Giochi,1503.48
P04425,Eco Arredamento 386,Arredamento,766.93
P04426,Ultra Elettrodomestici 843,Elettrodomestici,1806.05
P04427,Smart Telefonia 653,Telefonia,783.38
P04428,Prime Informatica 604,Informatica,512.01
P04429,Mini Arredamento 355,Arredamento,409.14
P04430,Plus Automotive 287,Automotive,661.55
P04431,Prime Bellezza 897,Bellezza,1697.59
P04432,Smart Giardinaggio 881,Giardinaggio,801.31
P04433,Prime Giochi 237,Giochi,882.39
P04434,Pro Elettrodomestici 235,Elettrodomestici,1625.14
P04435,Smart Giardinaggio 724,Giardinaggio,1544.45
P04436,Mini Bellezza 44,Bellezza,1113.73
P04437,Max Automotive 619,Automotive,1289.28
P04438,Lite Telefonia 763,Telefonia,1997.35
P04439,Max Sport 556,Sport,147.9
P04440,Air Sport 876,Sport,1813.87
P04441,Max Sport 48,Sport,1570.21
P04442,Max Elettrodomestici 992,Elettrodomestici,234.6
P04443,Mini Elettrodomestici 173,Elettrodomestici,774.79
P04444,Eco Abbigliamento 704,Abbigliamento,352.5
P04445,Pro Sport 75,Sport,1679.91
P04446,Ultra Giochi 424,Giochi,24.3
P04447,Smart Giochi 346,Giochi,1898.02
P04448,Air Abbigliamento 327,Abbigliamento,1962.76
P04449,Pro Automotive 262,Automotive,234.75
P04450,Pro Informatica 575,Informatica,564.0
P04451,Plus Giochi 275,Giochi,1633.2
P04452,Lite Elettrodomestici 419,Elettrodomestici,514.28
P04453,Lite Bellezza 918,Bellezza,430.9
P04454,Lite Giochi 770,Giochi,648.98
P04455,Mini Abbigliamento 415,Abbigliamento,897.8
P04456,Smart Automotive 61,Automotive,1047.49
P04457,Eco Arredamento 225,Arredamento,1880.37
P04458,Prime Informatica 655,Informatica,27.17
P04459,Air Informatica 220,Informatica,1052.86
P04460,Prime Sport 237,Sport,1980.85
P04461,Max Bellezza 272,Bellezza,221.89
P04462,Air Informatica 857,Informatica,363.48
P04463,Smart Elettrodomestici 164,Elettrodomestici,1410.52
P04464,Mini Telefonia 593,Telefonia,1273.65
P04465,Lite Arredamento 649,Arredamento,777.53
P04466,Smart Giardinaggio 102,Giardinaggio,1809.85
P04467,Plus Arredamento 238,Arredamento,1504.37
P04468,Air Elettrodomestici 943,Elettrodomestici,698.33
P04469,Plus Abbigliamento 60,Abbigliamento,681.55
P04470,Smart Sport 324,Sport,1762.77
P04471,Plus Giochi 643,Giochi,1010.36
P04472,Eco Giardinaggio 170,Giardinaggio,1341.15
P04473,Pro Arredamento 886,Arredamento,1094.17
P04474,Lite Automotive 969,Automotive,1274.75
P04475,Lite Bellezza 403,Bellezza,1888.38
P04476,Mini Elettrodomestici 593,Elettrodomestici,298.1
P04477,Air Arredamento 591,Arredamento,1196.31
P04478,Pro Informatica 865,Informatica,1840.17
P04479,Air Arredamento 413,Arredamento,599.08
P04480,Plus Abbigliamento 615,Abbigliamento,1171.04
P04481,Mini Arredamento 930,Arredamento,1805.02
P04482,Air Giardinaggio 533,Giardinaggio,139.58
P04483,Ultra Giardinaggio 50,Giardinaggio,309.74
P04484,Prime Bellezza 586,Bellezza,157.57
P04485,Eco Telefonia 598,Telefonia,1191.73
P04486,Smart Telefonia 683,Telefonia,355.24
P04487,Mini Arredamento 200,Arredamento,1244.45
P04488,Eco Sport 579,Sport,28.45
P04489,Max Arredamento 65,Arredamento,1996.83
P04490,Pro Sport 457,Sport,1931.72
P04491,Plus Giochi 307,Giochi,1858.42
P04492,Max Abbigliamento 298,Abbigliamento,1074.46
P04493,Max Giardinaggio 662,Giardinaggio,1911.12
P04494,Prime Abbigliamento 300,Abbigliamento,1965.49
P04495,Plus Informatica 311,Informatica,1228.35
P04496,Lite Giardinaggio 620,Giardinaggio,591.02
P04497,Ultra Abbigliamento 520,Abbigliamento,424.51
P04498,Prime Bellezza 659,Bellezza,554.52
P04499,Air Sport 86,Sport,1750.9
P04500,Plus Giardinaggio 624,Giardinaggio,345.68
P04501,Plus Giardinaggio 657,Giardinaggio,312.79
P04502,Plus Abbigliamento 876,Abbigliamento,849.57
P04503,Mini Abbigliamento 824,Abbigliamento,735.14
P04504,Smart Giardinaggio 86,Giardinaggio,339.22
P04505,Lite Arredamento 783,Arredamento,856.53
P04506,Eco Abbigliamento 868,Abbigliamento,240.84
P04507,Eco Arredamento 82,Arredamento,1997.17
P04508,Prime Arredamento 638,Arredamento,441.37
P04509,Plus Automotive 595,Automotive,156.67
P04510,Max Giardinaggio 536,Giardinaggio,528.19
P04511,Air Automotive 434,Automotive,1458.52
P04512,Pro Bellezza 349,Bellezza,652.56
P04513,Air Automotive 838,Automotive,1434.05
P04514,Eco Giardinaggio 801,Giardinaggio,281.47
P04515,Ultra Elettrodomestici 808,Elettrodomestici,231.88
P04516,Plus Abbigliamento 404,Abbigliamento,1411.31
P04517,Pro Arredamento 422,Arredamento,686.08
P04518,Max Abbigliamento 117,Abbigliamento,719.59
P04519,Lite Bellezza 983,Bellezza,1221.24
P04520,Ultra Abbigliamento 877,Abbigliamento,810.46
P04521,Plus Arredamento 527,Arredamento,625.21
P04522,Smart Giochi 121,Giochi,1734.25
P04523,Lite Telefonia 416,Telefonia,410.49
P04524,Plus Elettrodomestici 958,Elettrodomestici,1121.79
P04525,Plus Elettrodomestici 133,Elettrodomestici,1380.66
P04526,Max Giochi 862,Giochi,745.46
P04527,Max Giardinaggio 776,Giardinaggio,616.63
P04528,Pro Arredamento 802,Arredamento,161.63
P04529,Lite Abbigliamento 117,Abbigliamento,593.72
P04530,Smart Arredamento 336,Arredamento,349.36
P04531,Lite Elettrodomestici 155,Elettrodomestici,714.17
P04532,Mini Automotive 509,Automotive,174.04
P04533,Eco Informatica 350,Informatica,1918.14
P04534,Smart Sport 392,Sport,152.75
P04535,Eco Elettrodomestici 65,Elettrodomestici,1678.46
P04536,Prime Automotive 708,Automotive,997.77
P04537,Smart Arredamento 52,Arredamento,1063.65
P04538,Plus Giochi 756,Giochi,1845.71
P04539,Eco Informatica 710,Informatica,758.05
P04540,Plus Giochi 979,Giochi,950.1
P04541,Mini Bellezza 218,Bellezza,1030.1
P04542,Smart Bellezza 576,Bellezza,1184.43
P04543,Air Informatica 319,Informatica,393.73
P04544,Lite Arredamento 895,Arredamento,1754.92
P04545,Max Giardinaggio 829,Giardinaggio,1629.49
P04546,Eco Giochi 136,Giochi,899.81
P04547,Smart Abbigliamento 464,Abbigliamento,1848.3
P04548,Mini Telefonia 77,Telefonia,514.01
P04549,Mini Arredamento 392,Arredamento,1485.91
P04550,Eco Bellezza 207,Bellezza,331.58
P04551,Prime Telefonia 152,Telefonia,36.39
P04552,Prime Elettrodomestici 502,Elettrodomestici,1344.69
P04553,Air Giochi 350,Giochi,1038.3
P04554,Lite Automotive 172,Automotive,510.77
P04555,Mini Elettrodomestici 949,Elettrodomestici,172.47
P04556,Eco Informatica 380,Informatica,1353.99
P04557,Lite Sport 582,Sport,1009.67
P04558,Prime Informatica 624,Informatica,77.04
P04559,Lite Automotive 361,Automotive,1574.08
P04560,Eco Giardinaggio 994,Giardinaggio,1955.71
P04561,Air Giochi 489,Giochi,1980.97
P04562,Prime Giardinaggio 564,Giardinaggio,1168.35
P04563,Air Giochi 591,Giochi,378.69
P04564,Mini Sport 114,Sport,1330.56
P04565,Smart Giochi 947,Giochi,981.59
P04566,Ultra Elettrodomestici 797,Elettrodomestici,416.99
P04567,Air Telefonia 588,Telefonia,1121.16
P04568,Smart Giardinaggio 564,Giardinaggio,957.65
P04569,Prime Bellezza 761,Bellezza,1379.29
P04570,Prime Arredamento 726,Arredamento,306.56
P04571,Max Telefonia 611,Telefonia,63.99
P04572,Pro Giochi 993,Giochi,950.11
P04573,Prime Giardinaggio 472,Giardinaggio,880.53
P04574,Lite Informatica 345,Informatica,263.97
P04575,Prime Arredamento 274,Arredamento,737.21
P04576,Smart Giardinaggio 810,Giardinaggio,845.48
P04577,Smart Informatica 281,Informatica,470.52
P04578,Prime Automotive 622,Automotive,1360.44
P04579,Mini Sport 623,Sport,1640.75
P04580,Air Arredamento 690,Arredamento,631.39
P04581,Eco Informatica 617,Informatica,137.52
P04582,Ultra Abbigliamento 988,Abbigliamento,987.91
P04583,Pro Telefonia 471,Telefonia,1514.34
P04584,Max Arredamento 88,Arredamento,813.03
P04585,Mini Giochi 19,Giochi,1868.24
P04586,Lite Automotive 613,Automotive,1277.53
P04587,Smart Arredamento 823,Arredamento,1386.0
P04588,Max Bellezza 883,Bellezza,1402.83
P04589,Max Arredamento 603,Arredamento,673.46
P04590,Mini Automotive 713,Automotive,1969.19
P04591,Max Automotive 292,Automotive,373.79
P04592,Max Elettrodomestici 564,Elettrodomestici,1474.62
P04593,Pro Giochi 82,Giochi,1577.77
P04594,Plus Automotive 772,Automotive,1586.02
P04595,Max Telefonia 111,Telefonia,158.35
P04596,Eco Abbigliamento 905,Abbigliamento,1550.43
P04597,Max Bellezza 18,Bellezza,1994.39
P04598,Prime Giardinaggio 290,Giardinaggio,1932.92
P04599,Plus Sport 256,Sport,1681.8
P04600,Eco Giochi 305,Giochi,336.74
P04601,Prime Automotive 204,Automotive,1946.52
P04602,Smart Bellezza 771,Bellezza,1988.04
P04603,Pro Sport 35,Sport,1495.09
P04604,Prime Sport 687,Sport,1135.06
P04605,Ultra Informatica 287,Informatica,911.18
P04606,Max Bellezza 303,Bellezza,609.24
P04607,Pro Abbigliamento 510,Abbigliamento,857.47
P04608,Ultra Automotive 157,Automotive,294.81
