Data Vendita,Prodotto,Regione,Venditore,Quantità,Prezzo Unitario,Importo Totale
11/04/2024,Prodotto 89,Nord,Venditore 19,16,520.28,8324.48
04/12/2023,Prodotto 57,Est,Venditore 9,64,989.42,63322.88
06/09/2023,Prodotto 1,Sud,Venditore 18,33,343.77,11344.41
22/08/2023,Prodotto 30,Sud,Venditore 14,7,570.57,3993.99
06/04/2024,Prodotto 42,Est,Venditore 14,71,979.71,69559.41
30/01/2023,Prodotto 49,Nord,Venditore 10,2,54.95,109.9
20/01/2023,Prodotto 2,Sud,Venditore 1,91,318.2,28956.2
30/04/2024,Prodotto 53,Centro,Venditore 1,67,248.97,16680.99
09/08/2024,Prodotto 75,Nord,Venditore 5,93,855.3,79542.9
26/06/2023,Prodotto 13,Ovest,Venditore 19,67,123.65,8284.55
10/10/2023,Prodotto 17,Est,Venditore 13,41,293.16,12019.56
20/02/2024,Prodotto 40,Est,Venditore 10,10,442.26,4422.6
02/10/2024,Prodotto 13,Ovest,Venditore 9,55,144.51,7948.05
08/05/2024,Prodotto 41,Centro,Venditore 14,78,547.16,42678.48
22/09/2023,Prodotto 31,Est,Venditore 19,91,67.01,6097.91
08/06/2023,Prodotto 48,Sud,Venditore 18,5,911.33,4556.65
02/11/2022,Prodotto 67,Nord,Venditore 7,55,706.37,38850.35
12/07/2023,Prodotto 45,Centro,Venditore 12,57,343.77,19594.89
24/02/2024,Prodotto 5,Ovest,Venditore 15,35,570.42,19964.7
07/07/2023,Prodotto 48,Ovest,Venditore 4,23,86.63,1992.49
10/09/2024,Prodotto 8,Nord,Venditore 20,78,798.02,62245.56
04/02/2024,Prodotto 74,Est,Venditore 5,10,933.49,9334.9
22/11/2023,Prodotto 48,Centro,Venditore 20,92,872.24,80246.08
30/01/2024,Prodotto 31,Sud,Venditore 5,6,356.03,2136.18
30/10/2023,Prodotto 97,Sud,Venditore 15,48,702.24,33707.52
31/08/2023,Prodotto 17,Centro,Venditore 4,74,142.06,10512.44
02/05/2023,Prodotto 1,Est,Venditore 16,57,27.43,1563.51
04/04/2023,Prodotto 86,Centro,Venditore 16,95,606.18,57587.1
17/11/2022,Prodotto 58,Sud,Venditore 4,54,428.45,23136.3
25/06/2024,Prodotto 75,Sud,Venditore 19,75,623.69,46776.75
24/02/2024,Prodotto 80,Est,Venditore 10,31,719.91,22317.21
31/01/2023,Prodotto 54,Sud,Venditore 14,70,454.61,31822.7
25/12/2022,Prodotto 79,Est,Venditore 4,86,786.84,67668.24
11/05/2023,Prodotto 1,Sud,Venditore 11,93,576.01,53568.93
08/03/2024,Prodotto 4,Centro,Venditore 14,45,174.58,7856.1
27/05/2023,Prodotto 98,Est,Venditore 5,19,639.39,12148.41
31/07/2023,Prodotto 86,Nord,Venditore 18,46,200.07,9203.22
19/11/2023,Prodotto 55,Sud,Venditore 15,33,79.41,2620.53
08/06/2023,Prodotto 4,Nord,Venditore 3,55,872.41,47982.55
28/09/2024,Prodotto 68,Est,Venditore 4,99,621.98,61576.02
10/09/2023,Prodotto 60,Sud,Venditore 20,1,452.11,452.11
29/12/2023,Prodotto 52,Centro,Venditore 6,48,798.29,38317.92
21/10/2023,Prodotto 16,Sud,Venditore 11,89,299.83,26684.87
14/09/2023,Prodotto 83,Ovest,Venditore 9,12,996.3,11955.6
05/08/2024,Prodotto 72,Est,Venditore 11,27,28.4,766.8
11/06/2024,Prodotto 69,Est,Venditore 14,45,369.02,16605.9
20/09/2024,Prodotto 12,Sud,Venditore 12,83,570.18,47324.94
25/04/2024,Prodotto 49,Nord,Venditore 8,77,89.43,6886.11
02/08/2023,Prodotto 69,Sud,Venditore 19,40,342.44,13697.6
19/01/2023,Prodotto 82,Centro,Venditore 6,68,388.61,26425.48
02/08/2024,Prodotto 36,Est,Venditore 8,90,578.04,52023.6
29/06/2024,Prodotto 75,Centro,Venditore 12,38,380.7,14466.6
05/04/2024,Prodotto 65,Est,Venditore 8,58,614.99,35669.42
14/04/2024,Prodotto 45,Ovest,Venditore 6,69,470.34,32453.46
02/09/2023,Prodotto 75,Centro,Venditore 12,89,187.99,16731.11
09/02/2023,Prodotto 84,Ovest,Venditore 20,68,100.12,6808.16
22/02/2023,Prodotto 78,Centro,Venditore 3,31,617.05,19128.55
23/06/2024,Prodotto 26,Nord,Venditore 1,33,607.41,20044.53
06/01/2024,Prodotto 52,Ovest,Venditore 19,4,994.28,3977.12
03/06/2023,Prodotto 26,Nord,Venditore 5,19,222.5,4227.5
19/11/2023,Prodotto 74,Est,Venditore 18,67,988.18,66208.06
19/10/2022,Prodotto 82,Centro,Venditore 7,20,357.06,7141.2
18/10/2022,Prodotto 21,Centro,Venditore 19,46,708.54,32592.84
03/09/2024,Prodotto 65,Est,Venditore 19,25,854.97,21374.25
09/06/2023,Prodotto 74,Ovest,Venditore 8,47,441.67,20758.49
05/04/2024,Prodotto 28,Ovest,Venditore 5,41,671.25,27521.25
27/12/2023,Prodotto 22,Est,Venditore 5,76,717.74,54548.24
06/09/2024,Prodotto 8,Ovest,Venditore 18,98,949.27,93028.46
19/07/2023,Prodotto 84,Nord,Venditore 17,83,663.15,55041.45
20/09/2024,Prodotto 23,Nord,Venditore 2,58,460.6,26714.8
05/08/2023,Prodotto 9,Ovest,Venditore 16,13,993.23,12911.99
16/09/2023,Prodotto 41,Sud,Venditore 6,35,830.43,29065.05
03/03/2024,Prodotto 73,Sud,Venditore 4,78,891.52,69538.56
22/07/2023,Prodotto 87,Ovest,Venditore 20,68,207.91,14137.88
06/10/2023,Prodotto 29,Ovest,Venditore 10,97,342.05,33178.85
30/10/2022,Prodotto 23,Centro,Venditore 10,59,444.27,26211.93
26/10/2022,Prodotto 72,Sud,Venditore 14,39,205.12,7999.68
24/02/2024,Prodotto 21,Est,Venditore 11,45,422.82,19026.9
10/11/2022,Prodotto 75,Nord,Venditore 3,39,548.9,21407.1
30/03/2023,Prodotto 52,Ovest,Venditore 8,96,735.09,70568.64
02/11/2023,Prodotto 58,Sud,Venditore 1,65,883.39,57420.35
24/04/2024,Prodotto 92,Ovest,Venditore 13,49,301.1,14753.9
20/06/2023,Prodotto 37,Ovest,Venditore 19,4,423.61,1694.44
18/09/2024,Prodotto 33,Centro,Venditore 14,24,494.69,11872.56
21/04/2024,Prodotto 80,Est,Venditore 11,40,859.23,34369.2
04/02/2024,Prodotto 67,Nord,Venditore 20,7,36.26,253.82
16/12/2023,Prodotto 92,Centro,Venditore 14,14,640.34,8964.76
10/04/2024,Prodotto 72,Sud,Venditore 1,28,35.72,1000.16
15/12/2023,Prodotto 29,Ovest,Venditore 2,64,438.46,28061.44
15/06/2024,Prodotto 72,Ovest,Venditore 16,57,906.75,51684.75
06/01/2023,Prodotto 63,Nord,Venditore 8,93,565.61,52601.73
20/01/2024,Prodotto 10,Centro,Venditore 2,20,840.21,16804.2
14/03/2023,Prodotto 24,Centro,Venditore 14,95,914.86,86911.7
06/01/2024,Prodotto 25,Est,Venditore 13,81,878.01,71118.81
20/12/2023,Prodotto 90,Est,Venditore 13,65,292.26,18996.9
12/06/2023,Prodotto 61,Ovest,Venditore 15,89,176.63,15720.07
27/09/2023,Prodotto 3,Sud,Venditore 2,5,213.89,1069.45
12/10/2023,Prodotto 39,Nord,Venditore 7,72,315.06,22684.32
03/06/2023,Prodotto 84,Sud,Venditore 4,5,572.98,2864.9
21/09/2023,Prodotto 3,Centro,Venditore 20,12,325.95,3911.4
12/09/2023,Prodotto 34,Sud,Venditore 8,51,780.08,39784.08
29/12/2022,Prodotto 45,Ovest,Venditore 3,4,165.95,663.8
26/10/2023,Prodotto 53,Sud,Venditore 3,7,986.58,6906.06
22/12/2022,Prodotto 37,Nord,Venditore 4,82,664.66,54502.12
17/12/2022,Prodotto 93,Sud,Venditore 14,16,520.42,8326.72
23/01/2023,Prodotto 34,Ovest,Venditore 16,1,500.29,500.29
07/11/2022,Prodotto 9,Nord,Venditore 7,59,56.09,3309.31
05/02/2023,Prodotto 37,Nord,Venditore 7,54,623.2,33652.8
02/07/2024,Prodotto 73,Centro,Venditore 1,35,220.78,7727.3
17/12/2022,Prodotto 63,Est,Venditore 5,79,799.39,63151.81
06/06/2023,Prodotto 64,Nord,Venditore 15,61,516.14,31484.54
28/05/2024,Prodotto 81,Sud,Venditore 16,48,537.55,25802.4
13/10/2024,Prodotto 58,Centro,Venditore 20,74,922.25,68246.5
03/06/2023,Prodotto 19,Ovest,Venditore 17,6,593.04,3558.24
29/07/2023,Prodotto 89,Est,Venditore 7,43,234.89,10100.27
14/06/2024,Prodotto 100,Est,Venditore 17,62,224.61,13925.82
29/11/2023,Prodotto 18,Nord,Venditore 13,37,463.22,17139.14
20/02/2024,Prodotto 43,Est,Venditore 1,25,196.29,4907.25
07/06/2024,Prodotto 51,Nord,Venditore 19,29,574.83,16670.07
15/03/2024,Prodotto 14,Nord,Venditore 13,71,69.6,4941.6
03/04/2024,Prodotto 33,Nord,Venditore 8,80,410.19,32815.2
22/07/2024,Prodotto 55,Centro,Venditore 18,43,63.91,2748.13
19/01/2024,Prodotto 86,Sud,Venditore 15,42,667.88,28050.96
21/01/2024,Prodotto 87,Centro,Venditore 13,84,312.07,26213.88
01/05/2023,Prodotto 36,Est,Venditore 14,100,438.49,43849.0
13/08/2024,Prodotto 47,Sud,Venditore 18,2,755.87,1511.74
25/06/2024,Prodotto 13,Ovest,Venditore 6,2,494.0,988.0
08/04/2023,Prodotto 44,Centro,Venditore 8,49,703.04,34448.96
01/10/2023,Prodotto 12,Centro,Venditore 8,80,301.44,24115.2
21/10/2022,Prodotto 99,Sud,Venditore 16,58,967.39,56108.62
12/09/2024,Prodotto 92,Sud,Venditore 14,51,173.3,8838.3
19/03/2023,Prodotto 56,Nord,Venditore 17,24,432.0,10368.0
29/02/2024,Prodotto 69,Est,Venditore 6,33,47.93,1581.69
25/06/2024,Prodotto 45,Est,Venditore 10,95,718.95,68300.25
03/04/2024,Prodotto 89,Nord,Venditore 16,53,211.67,11218.51
04/12/2022,Prodotto 50,Nord,Venditore 6,46,169.91,7815.86
18/02/2024,Prodotto 46,Centro,Venditore 11,5,858.98,4294.9
24/06/2023,Prodotto 45,Ovest,Venditore 17,39,521.46,20336.94
15/04/2024,Prodotto 38,Nord,Venditore 14,21,270.52,5680.92
31/03/2023,Prodotto 29,Centro,Venditore 20,70,735.23,51466.1
02/01/2023,Prodotto 45,Sud,Venditore 8,83,550.1,45658.3
11/09/2024,Prodotto 17,Ovest,Venditore 12,19,632.38,12015.22
01/08/2024,Prodotto 43,Centro,Venditore 1,22,79.27,1743.94
26/07/2023,Prodotto 3,Sud,Venditore 6,5,736.46,3682.3
21/02/2023,Prodotto 91,Nord,Venditore 11,36,651.68,23460.48
05/04/2023,Prodotto 90,Centro,Venditore 9,21,100.86,2118.06
09/04/2023,Prodotto 9,Est,Venditore 10,31,600.08,18602.48
19/02/2024,Prodotto 87,Est,Venditore 8,25,948.92,23723.0
14/06/2024,Prodotto 49,Centro,Venditore 17,53,649.31,34413.43
04/12/2023,Prodotto 44,Sud,Venditore 13,15,942.47,14137.05
01/08/2024,Prodotto 91,Est,Venditore 14,55,294.27,16184.85
15/06/2023,Prodotto 99,Est,Venditore 18,26,265.85,6912.1
22/11/2022,Prodotto 28,Ovest,Venditore 20,3,212.2,636.6
09/02/2024,Prodotto 70,Est,Venditore 1,63,156.1,9834.3
19/07/2024,Prodotto 89,Nord,Venditore 12,85,817.52,69489.2
29/04/2024,Prodotto 79,Centro,Venditore 16,72,336.68,24240.96
24/09/2024,Prodotto 87,Nord,Venditore 17,53,257.18,13630.54
30/06/2024,Prodotto 3,Est,Venditore 13,73,39.52,2884.96
27/02/2023,Prodotto 55,Sud,Venditore 7,20,268.17,5363.4
29/12/2023,Prodotto 36,Ovest,Venditore 10,75,520.08,39006.0
16/06/2023,Prodotto 9,Nord,Venditore 12,92,952.24,87606.08
30/11/2023,Prodotto 98,Est,Venditore 1,53,249.26,13210.78
04/10/2024,Prodotto 34,Sud,Venditore 14,73,11.27,822.71
11/07/2024,Prodotto 92,Est,Venditore 16,70,813.28,56929.6
29/08/2024,Prodotto 20,Ovest,Venditore 12,13,265.93,3457.09
13/11/2023,Prodotto 23,Centro,Venditore 8,3,698.52,2095.56
07/08/2023,Prodotto 74,Est,Venditore 15,17,113.5,1929.5
24/11/2022,Prodotto 97,Centro,Venditore 11,27,591.93,15982.11
04/10/2024,Prodotto 72,Sud,Venditore 2,1,500.97,500.97
08/03/2024,Prodotto 90,Sud,Venditore 9,14,986.66,13813.24
05/05/2023,Prodotto 58,Ovest,Venditore 14,27,973.36,26280.72
14/01/2023,Prodotto 57,Nord,Venditore 8,83,903.47,74988.01
17/10/2022,Prodotto 23,Centro,Venditore 9,47,284.76,13383.72
12/03/2023,Prodotto 23,Est,Venditore 10,100,247.51,24751.0
04/04/2024,Prodotto 12,Est,Venditore 18,50,118.14,5907.0
24/09/2023,Prodotto 78,Ovest,Venditore 3,45,636.47,28641.15
30/06/2023,Prodotto 46,Est,Venditore 2,14,52.45,734.3
24/11/2023,Prodotto 66,Nord,Venditore 19,74,996.41,73734.34
13/02/2023,Prodotto 60,Sud,Venditore 8,99,288.9,28601.1
04/07/2023,Prodotto 82,Centro,Venditore 14,45,815.15,36681.75
08/12/2023,Prodotto 67,Nord,Venditore 12,44,28.0,1232.0
10/09/2023,Prodotto 81,Ovest,Venditore 12,8,331.18,2649.44
22/11/2023,Prodotto 32,Sud,Venditore 9,23,773.17,17782.91
04/08/2023,Prodotto 26,Sud,Venditore 5,92,34.01,3128.92
18/04/2023,Prodotto 96,Nord,Venditore 19,40,35.82,1432.8
12/08/2024,Prodotto 87,Ovest,Venditore 14,79,99.71,7877.09
04/09/2024,Prodotto 56,Ovest,Venditore 6,17,379.99,6459.83
15/09/2023,Prodotto 37,Nord,Venditore 4,54,167.18,9027.72
03/10/2023,Prodotto 12,Est,Venditore 4,32,244.79,7833.28
18/03/2024,Prodotto 1,Ovest,Venditore 13,75,238.4,17880.0
13/05/2023,Prodotto 29,Nord,Venditore 11,62,507.8,31483.6
03/11/2023,Prodotto 5,Nord,Venditore 2,44,361.93,15924.92
19/07/2024,Prodotto 20,Ovest,Venditore 16,27,858.6,23182.2
26/08/2024,Prodotto 90,Centro,Venditore 20,31,197.76,6130.56
15/07/2024,Prodotto 86,Sud,Venditore 20,72,719.08,51773.76
24/01/2023,Prodotto 20,Centro,Venditore 14,62,840.32,52099.84
02/02/2024,Prodotto 65,Sud,Venditore 20,33,149.95,4948.35
03/04/2023,Prodotto 96,Nord,Venditore 10,8,456.78,3654.24
10/11/2022,Prodotto 82,Ovest,Venditore 2,70,839.39,58757.3
23/07/2024,Prodotto 85,Ovest,Venditore 6,22,323.35,7113.7
10/12/2023,Prodotto 94,Est,Venditore 6,83,979.15,81269.45
11/10/2024,Prodotto 89,Sud,Venditore 12,74,949.11,70234.14
25/06/2024,Prodotto 14,Est,Venditore 5,54,529.7,28603.8
17/03/2023,Prodotto 55,Sud,Venditore 19,74,315.6,23354.4
25/07/2023,Prodotto 5,Ovest,Venditore 3,6,445.79,2674.74
25/02/2024,Prodotto 55,Ovest,Venditore 11,23,12.85,295.55
06/05/2023,Prodotto 44,Centro,Venditore 2,26,531.05,13807.3
11/09/2023,Prodotto 6,Centro,Venditore 7,82,518.85,42545.7
06/03/2023,Prodotto 73,Nord,Venditore 2,62,920.33,57060.46
10/07/2023,Prodotto 78,Centro,Venditore 9,72,119.9,8632.8
18/05/2024,Prodotto 10,Ovest,Venditore 9,54,322.01,17388.54
09/10/2023,Prodotto 50,Est,Venditore 9,4,516.68,2066.72
03/03/2024,Prodotto 76,Sud,Venditore 1,96,533.92,51256.32
13/04/2024,Prodotto 37,Centro,Venditore 8,10,550.43,5504.3
07/08/2023,Prodotto 54,Nord,Venditore 3,9,452.57,4073.13
18/08/2023,Prodotto 43,Centro,Venditore 1,36,582.18,20958.48
08/01/2024,Prodotto 50,Est,Venditore 18,20,511.27,10225.4
11/07/2024,Prodotto 20,Est,Venditore 18,76,810.04,61563.04
27/10/2023,Prodotto 93,Centro,Venditore 3,71,211.14,14990.94
21/11/2022,Prodotto 11,Ovest,Venditore 4,91,998.54,90867.14
28/02/2023,Prodotto 80,Est,Venditore 6,82,697.77,57217.14
29/03/2024,Prodotto 43,Nord,Venditore 15,62,401.62,24900.44
26/11/2023,Prodotto 72,Centro,Venditore 7,40,568.9,22756.0
03/10/2024,Prodotto 79,Ovest,Venditore 11,100,613.61,61361.0
09/09/2024,Prodotto 61,Ovest,Venditore 19,8,133.11,1064.88
24/05/2023,Prodotto 83,Centro,Venditore 5,81,829.51,67190.31
19/03/2023,Prodotto 17,Ovest,Venditore 12,1,246.56,246.56
15/09/2024,Prodotto 54,Est,Venditore 11,36,214.03,7705.08
23/08/2024,Prodotto 86,Est,Venditore 16,25,522.49,13062.25
05/03/2023,Prodotto 57,Ovest,Venditore 17,25,283.65,7091.25
05/01/2023,Prodotto 72,Centro,Venditore 17,85,483.03,41057.55
10/06/2024,Prodotto 14,Est,Venditore 20,90,337.0,30330.0
23/06/2023,Prodotto 86,Centro,Venditore 9,63,733.94,46238.22
04/09/2023,Prodotto 43,Est,Venditore 11,52,707.88,36809.76
08/11/2022,Prodotto 95,Est,Venditore 4,8,758.03,6064.24
06/08/2024,Prodotto 37,Est,Venditore 9,15,843.28,12649.2
21/01/2023,Prodotto 99,Sud,Venditore 11,73,104.67,7640.91
27/01/2023,Prodotto 21,Centro,Venditore 16,14,185.71,2599.94
18/05/2024,Prodotto 24,Sud,Venditore 14,40,367.08,14683.2
25/04/2024,Prodotto 63,Ovest,Venditore 11,86,536.8,46164.8
09/04/2024,Prodotto 15,Nord,Venditore 2,69,995.01,68655.69
17/12/2022,Prodotto 25,Nord,Venditore 15,76,339.64,25812.64
20/05/2024,Prodotto 43,Est,Venditore 3,2,777.1,1554.2
17/05/2023,Prodotto 46,Sud,Venditore 14,99,19.32,1912.68
29/11/2022,Prodotto 81,Centro,Venditore 9,89,396.85,35319.65
26/10/2023,Prodotto 87,Est,Venditore 10,4,995.4,3981.6
01/03/2023,Prodotto 39,Centro,Venditore 7,56,836.66,46852.96
12/01/2024,Prodotto 16,Sud,Venditore 18,51,628.33,32044.83
09/01/2024,Prodotto 96,Ovest,Venditore 4,55,317.28,17450.4
09/04/2023,Prodotto 65,Ovest,Venditore 5,54,361.43,19517.22
28/10/2022,Prodotto 28,Est,Venditore 9,3,470.13,1410.39
06/11/2022,Prodotto 5,Ovest,Venditore 16,44,672.54,29591.76
11/07/2023,Prodotto 97,Sud,Venditore 20,11,577.19,6349.09
25/08/2024,Prodotto 97,Sud,Venditore 1,30,473.38,14201.4
06/07/2024,Prodotto 100,Est,Venditore 7,10,369.38,3693.8
06/05/2023,Prodotto 25,Centro,Venditore 5,61,645.82,39395.02
19/04/2023,Prodotto 21,Nord,Venditore 11,59,665.61,39270.99
19/08/2024,Prodotto 86,Sud,Venditore 15,84,974.02,81817.68
24/10/2022,Prodotto 78,Centro,Venditore 13,32,321.69,10294.08
13/06/2023,Prodotto 83,Centro,Venditore 18,6,960.67,5764.02
15/03/2023,Prodotto 26,Est,Venditore 4,62,694.0,43028.0
01/12/2022,Prodotto 97,Centro,Venditore 17,12,728.54,8742.48
28/01/2023,Prodotto 55,Sud,Venditore 19,10,957.44,9574.4
17/05/2023,Prodotto 20,Sud,Venditore 19,74,117.85,8720.9
26/03/2023,Prodotto 80,Nord,Venditore 19,12,395.39,4744.68
29/12/2023,Prodotto 17,Ovest,Venditore 13,41,729.34,29902.94
13/12/2022,Prodotto 82,Est,Venditore 10,40,346.41,13856.4
18/05/2023,Prodotto 71,Nord,Venditore 4,15,797.74,11966.1
23/03/2023,Prodotto 66,Est,Venditore 12,46,84.31,3878.26
01/12/2023,Prodotto 100,Nord,Venditore 3,20,979.02,19580.4
30/06/2023,Prodotto 63,Sud,Venditore 7,26,85.78,2230.28
16/03/2023,Prodotto 68,Sud,Venditore 7,3,759.21,2277.63
14/04/2024,Prodotto 42,Sud,Venditore 13,63,756.83,47680.29
17/07/2023,Prodotto 7,Nord,Venditore 16,51,394.67,20128.17
07/11/2023,Prodotto 96,Centro,Venditore 19,36,50.73,1826.28
12/12/2023,Prodotto 69,Ovest,Venditore 2,68,628.15,42714.2
07/10/2024,Prodotto 32,Ovest,Venditore 4,55,318.93,17541.15
19/03/2023,Prodotto 36,Est,Venditore 13,7,547.79,3834.53
28/01/2024,Prodotto 13,Sud,Venditore 19,99,504.51,49946.49
10/04/2024,Prodotto 66,Est,Venditore 3,73,715.2,52209.6
15/09/2023,Prodotto 63,Sud,Venditore 9,19,563.11,10699.09
07/08/2023,Prodotto 52,Nord,Venditore 4,63,884.3,55710.9
10/04/2023,Prodotto 94,Nord,Venditore 17,37,384.39,14222.43
10/06/2023,Prodotto 2,Est,Venditore 7,16,121.58,1945.28
31/08/2023,Prodotto 6,Sud,Venditore 12,88,211.27,18591.76
25/08/2023,Prodotto 22,Ovest,Venditore 17,74,216.06,15988.44
12/12/2023,Prodotto 71,Nord,Venditore 2,74,205.25,15188.5
01/02/2024,Prodotto 82,Est,Venditore 12,66,948.07,62572.62
08/07/2024,Prodotto 94,Est,Venditore 17,16,641.07,10257.12
03/01/2023,Prodotto 74,Sud,Venditore 15,10,150.38,1503.8
02/12/2022,Prodotto 72,Sud,Venditore 8,59,77.58,4577.22
16/10/2022,Prodotto 17,Centro,Venditore 11,38,148.36,5637.68
21/12/2022,Prodotto 31,Sud,Venditore 4,95,910.23,86471.85
01/01/2023,Prodotto 86,Est,Venditore 14,41,275.14,11280.74
12/12/2023,Prodotto 61,Sud,Venditore 11,51,378.11,19283.61
14/02/2024,Prodotto 13,Nord,Venditore 12,49,946.31,46369.19
10/04/2024,Prodotto 22,Sud,Venditore 5,17,967.63,16449.71
15/04/2024,Prodotto 29,Sud,Venditore 11,32,28.63,916.16
12/10/2023,Prodotto 95,Nord,Venditore 16,42,287.44,12072.48
21/12/2022,Prodotto 2,Ovest,Venditore 6,8,29.89,239.12
08/07/2023,Prodotto 65,Sud,Venditore 9,36,425.75,15327.0
17/09/2023,Prodotto 33,Sud,Venditore 12,90,537.93,48413.7
21/08/2023,Prodotto 73,Centro,Venditore 16,74,519.69,38457.06
13/04/2023,Prodotto 88,Centro,Venditore 2,91,983.59,89506.69
03/08/2024,Prodotto 21,Est,Venditore 4,99,909.34,90024.66
26/12/2022,Prodotto 94,Est,Venditore 5,72,808.35,58201.2
18/01/2023,Prodotto 80,Sud,Venditore 2,100,104.52,10452.0
08/09/2024,Prodotto 56,Est,Venditore 10,25,647.49,16187.25
14/11/2022,Prodotto 18,Centro,Venditore 17,29,667.16,19347.64
12/02/2024,Prodotto 67,Nord,Venditore 10,87,14.11,1227.57
08/05/2024,Prodotto 10,Ovest,Venditore 18,64,534.05,34179.2
11/04/2023,Prodotto 41,Est,Venditore 9,12,22.9,274.8
20/05/2024,Prodotto 8,Centro,Venditore 18,11,625.85,6884.35
14/04/2024,Prodotto 78,Ovest,Venditore 16,45,218.66,9839.7
05/03/2023,Prodotto 64,Est,Venditore 6,55,690.65,37985.75
23/01/2024,Prodotto 48,Est,Venditore 10,59,337.93,19937.87
04/04/2023,Prodotto 46,Centro,Venditore 16,11,52.02,572.22
09/05/2024,Prodotto 60,Est,Venditore 20,70,832.05,58243.5
17/10/2022,Prodotto 14,Centro,Venditore 1,84,751.88,63157.92
29/08/2024,Prodotto 50,Est,Venditore 2,23,308.58,7097.34
29/02/2024,Prodotto 30,Nord,Venditore 6,51,659.89,33654.39
01/05/2023,Prodotto 78,Nord,Venditore 12,72,473.96,34125.12
29/03/2024,Prodotto 71,Nord,Venditore 4,24,400.99,9623.76
19/03/2024,Prodotto 71,Sud,Venditore 6,97,837.54,81241.38
20/02/2024,Prodotto 81,Sud,Venditore 13,84,758.33,63699.72
07/07/2023,Prodotto 71,Sud,Venditore 8,99,883.44,87460.56
23/10/2022,Prodotto 41,Est,Venditore 3,12,967.31,11607.72
20/04/2024,Prodotto 57,Sud,Venditore 11,41,299.37,12274.17
08/12/2022,Prodotto 38,Est,Venditore 1,32,203.98,6527.36
05/12/2022,Prodotto 46,Sud,Venditore 16,75,117.78,8833.5
09/05/2023,Prodotto 34,Nord,Venditore 2,92,671.2,61750.4
01/11/2023,Prodotto 100,Nord,Venditore 2,72,896.31,64534.32
27/10/2023,Prodotto 59,Est,Venditore 2,87,589.32,51270.84
23/11/2023,Prodotto 35,Est,Venditore 15,69,130.53,9006.57
12/07/2023,Prodotto 46,Nord,Venditore 15,86,421.95,36287.7
04/07/2023,Prodotto 59,Centro,Venditore 4,30,316.75,9502.5
02/03/2023,Prodotto 28,Sud,Venditore 15,89,990.48,88152.72
29/05/2023,Prodotto 52,Centro,Venditore 7,7,324.95,2274.65
22/08/2024,Prodotto 81,Est,Venditore 20,29,297.94,8640.26
11/03/2024,Prodotto 34,Est,Venditore 6,25,820.9,20522.5
04/08/2024,Prodotto 97,Ovest,Venditore 14,64,518.12,33159.68
18/08/2024,Prodotto 28,Sud,Venditore 8,37,458.89,16978.93
17/03/2023,Prodotto 78,Ovest,Venditore 7,50,66.31,3315.5
08/09/2023,Prodotto 53,Ovest,Venditore 15,32,456.15,14596.8
12/03/2024,Prodotto 97,Centro,Venditore 5,60,988.52,59311.2
05/05/2024,Prodotto 3,Nord,Venditore 1,17,68.97,1172.49
29/06/2023,Prodotto 63,Est,Venditore 20,81,47.83,3874.23
16/02/2023,Prodotto 44,Centro,Venditore 9,97,523.23,50753.31
01/11/2023,Prodotto 90,Centro,Venditore 9,61,58.41,3563.01
11/06/2023,Prodotto 83,Est,Venditore 10,10,918.74,9187.4
08/12/2023,Prodotto 45,Nord,Venditore 20,73,130.14,9500.22
04/06/2023,Prodotto 15,Centro,Venditore 11,25,503.31,12582.75
16/08/2023,Prodotto 78,Ovest,Venditore 16,46,841.8,38722.8
07/11/2022,Prodotto 56,Est,Venditore 14,64,432.77,27697.28
10/12/2023,Prodotto 69,Ovest,Venditore 16,39,406.27,15844.53
24/08/2024,Prodotto 55,Nord,Venditore 17,2,53.76,107.52
14/06/2024,Prodotto 78,Sud,Venditore 10,92,913.38,84030.96
08/03/2024,Prodotto 14,Sud,Venditore 8,32,382.88,12252.16
31/08/2024,Prodotto 20,Est,Venditore 18,69,207.62,14325.78
21/06/2024,Prodotto 12,Centro,Venditore 7,98,495.09,48518.82
30/06/2023,Prodotto 91,Nord,Venditore 2,45,424.01,19080.45
14/09/2023,Prodotto 69,Sud,Venditore 18,33,655.38,21627.54
21/01/2024,Prodotto 8,Centro,Venditore 14,89,39.57,3521.73
16/03/2024,Prodotto 72,Nord,Venditore 12,1,564.42,564.42
31/08/2023,Prodotto 53,Centro,Venditore 9,77,946.63,72890.51
04/06/2024,Prodotto 76,Est,Venditore 3,33,249.59,8236.47
30/11/2023,Prodotto 65,Centro,Venditore 3,52,56.43,2934.36
19/05/2024,Prodotto 9,Est,Venditore 6,32,312.53,10000.96
21/06/2023,Prodotto 42,Sud,Venditore 19,35,186.71,6534.85
31/08/2023,Prodotto 31,Sud,Venditore 10,89,284.75,25342.75
27/02/2024,Prodotto 7,Nord,Venditore 6,31,458.16,14202.96
18/09/2024,Prodotto 9,Ovest,Venditore 8,29,728.65,21130.85
16/12/2022,Prodotto 97,Ovest,Venditore 3,62,934.39,57932.18
02/09/2023,Prodotto 60,Sud,Venditore 8,47,175.41,8244.27
10/02/2023,Prodotto 63,Est,Venditore 3,58,434.41,25195.78
06/02/2024,Prodotto 85,Centro,Venditore 15,7,976.22,6833.54
08/06/2024,Prodotto 43,Sud,Venditore 13,87,768.8,66885.6
17/01/2024,Prodotto 90,Est,Venditore 6,9,825.51,7429.59
