ID Vendita,Data Vendita,ID Prodotto,ID Cliente,Quantità,Prezzo Unitario,Importo Totale
S02303,12/12/2023,P00074,C1095,2,203.11,406.22
S02304,09/01/2024,P00271,C1066,6,255.76,1534.56
S02305,04/07/2024,P00168,C1013,17,778.38,13232.46
S02306,25/11/2023,P00213,C1061,3,97.42,292.26
S02307,30/12/2023,P00164,C1097,2,154.79,309.58
S02308,30/12/2023,P00109,C1090,19,64.48,1225.12
S02309,05/12/2023,P00220,C1079,19,937.67,17815.73
S02310,02/02/2024,P00120,C1097,18,474.78,8546.04
S02311,30/07/2024,P00120,C1070,13,474.78,6172.14
S02312,07/01/2024,P00138,C1013,13,369.82,4807.66
S02313,06/10/2024,P00046,C1032,9,935.87,8422.83
S02314,11/01/2024,P00040,C1093,11,185.87,2044.57
S02315,15/05/2024,P00144,C1004,18,596.3,10733.4
S02316,23/01/2024,P00237,C1072,9,484.58,4361.22
S02317,27/10/2023,P00266,C1046,19,767.35,14579.65
S02318,28/11/2023,P00236,C1057,19,450.53,8560.07
S02319,03/03/2024,P00186,C1031,20,701.83,14036.6
S02320,18/09/2024,P00197,C1091,18,833.68,15006.24
S02321,09/06/2024,P00126,C1049,14,616.75,8634.5
S02322,19/11/2023,P00254,C1059,16,349.19,5587.04
S02323,12/08/2024,P00052,C1004,2,912.78,1825.56
S02324,20/04/2024,P00202,C1017,2,346.41,692.82
S02325,30/04/2024,P00088,C1078,14,637.46,8924.44
S02326,22/08/2024,P00207,C1068,5,688.48,3442.4
S02327,07/02/2024,P00042,C1089,12,256.23,3074.76
S02328,08/09/2024,P00205,C1020,14,655.15,9172.1
S02329,28/10/2023,P00099,C1049,3,369.01,1107.03
S02330,19/09/2024,P00231,C1050,9,527.83,4750.47
S02331,05/09/2024,P00180,C1091,11,480.94,5290.34
S02332,22/01/2024,P00268,C1065,2,789.84,1579.68
S02333,27/04/2024,P00260,C1050,14,522.65,7317.1
S02334,08/09/2024,P00176,C1028,14,621.19,8696.66
S02335,15/07/2024,P00231,C1100,4,527.83,2111.32
S02336,19/05/2024,P00043,C1058,1,178.92,178.92
S02337,07/06/2024,P00181,C1087,18,198.45,3572.1
S02338,26/07/2024,P00051,C1010,11,798.0,8778.0
S02339,10/12/2023,P00196,C1033,10,443.12,4431.2
S02340,11/11/2023,P00279,C1017,1,214.69,214.69
S02341,15/04/2024,P00235,C1041,20,600.78,12015.6
S02342,05/08/2024,P00180,C1013,12,480.94,5771.28
S02343,15/08/2024,P00165,C1032,9,428.77,3858.93
S02344,20/09/2024,P00179,C1083,4,220.09,880.36
S02345,24/08/2024,P00267,C1035,3,276.84,830.52
S02346,23/01/2024,P00214,C1045,2,358.89,717.78
S02347,01/05/2024,P00284,C1046,10,55.48,554.8
S02348,19/12/2023,P00194,C1057,18,153.3,2759.4
S02349,09/04/2024,P00171,C1014,7,384.97,2694.79
S02350,04/10/2024,P00290,C1051,12,780.79,9369.48
S02351,28/04/2024,P00184,C1062,6,168.81,1012.86
S02352,01/01/2024,P00176,C1026,11,621.19,6833.09
S02353,02/05/2024,P00145,C1096,8,298.19,2385.52
S02354,14/11/2023,P00171,C1079,12,384.97,4619.64
S02355,01/04/2024,P00127,C1079,7,596.5,4175.5
S02356,23/04/2024,P00226,C1062,12,902.89,10834.68
S02357,04/11/2023,P00010,C1051,9,191.43,1722.87
S02358,18/08/2024,P00171,C1025,5,384.97,1924.85
S02359,07/02/2024,P00111,C1045,13,331.87,4314.31
S02360,23/06/2024,P00049,C1014,1,494.31,494.31
S02361,22/10/2024,P00222,C1045,9,123.25,1109.25
S02362,11/02/2024,P00005,C1007,2,728.93,1457.86
S02363,30/07/2024,P00011,C1065,11,336.37,3700.07
S02364,12/06/2024,P00243,C1028,14,17.89,250.46
S02365,16/09/2024,P00210,C1061,7,251.91,1763.37
S02366,05/08/2024,P00046,C1039,17,935.87,15909.79
S02367,03/09/2024,P00185,C1061,5,561.84,2809.2
S02368,19/07/2024,P00006,C1080,14,978.12,13693.68
S02369,15/08/2024,P00272,C1066,8,354.4,2835.2
S02370,26/09/2024,P00176,C1098,10,621.19,6211.9
S02371,15/02/2024,P00110,C1083,15,857.16,12857.4
S02372,28/11/2023,P00226,C1093,6,902.89,5417.34
S02373,09/02/2024,P00027,C1094,19,530.1,10071.9
S02374,15/09/2024,P00190,C1018,20,980.25,19605.0
S02375,25/02/2024,P00039,C1019,11,268.22,2950.42
S02376,10/10/2024,P00087,C1078,1,708.04,708.04
S02377,06/03/2024,P00204,C1059,1,363.13,363.13
S02378,06/02/2024,P00168,C1057,7,778.38,5448.66
S02379,17/09/2024,P00097,C1073,17,321.14,5459.38
S02380,25/01/2024,P00020,C1016,5,785.81,3929.05
S02381,18/05/2024,P00034,C1097,20,34.37,687.4
S02382,10/07/2024,P00136,C1012,14,483.37,6767.18
S02383,26/08/2024,P00239,C1071,5,328.94,1644.7
S02384,03/11/2023,P00191,C1024,17,284.95,4844.15
S02385,13/07/2024,P00017,C1081,15,976.27,14644.05
S02386,20/09/2024,P00164,C1079,16,154.79,2476.64
S02387,28/10/2023,P00283,C1095,2,753.52,1507.04
S02388,20/07/2024,P00112,C1025,15,351.3,5269.5
S02389,04/03/2024,P00120,C1059,3,474.78,1424.34
S02390,17/09/2024,P00119,C1084,12,734.34,8812.08
S02391,22/04/2024,P00232,C1032,10,504.67,5046.7
S02392,02/08/2024,P00282,C1039,19,623.78,11851.82
S02393,17/06/2024,P00038,C1007,7,913.52,6394.64
S02394,12/10/2024,P00148,C1038,2,392.08,784.16
S02395,04/05/2024,P00274,C1006,4,482.21,1928.84
S02396,22/05/2024,P00173,C1087,16,522.52,8360.32
S02397,16/08/2024,P00026,C1073,6,621.02,3726.12
S02398,19/01/2024,P00218,C1073,7,633.66,4435.62
S02399,03/06/2024,P00121,C1053,7,781.09,5467.63
S02400,06/01/2024,P00262,C1038,14,480.14,6721.96
S02401,04/03/2024,P00237,C1061,4,484.58,1938.32
S02402,15/07/2024,P00035,C1094,5,837.94,4189.7
S02403,28/01/2024,P00290,C1021,4,780.79,3123.16
S02404,19/09/2024,P00116,C1001,9,345.16,3106.44
S02405,14/07/2024,P00089,C1090,7,28.18,197.26
S02406,01/10/2024,P00272,C1002,1,354.4,354.4
S02407,05/07/2024,P00273,C1060,4,472.98,1891.92
S02408,08/01/2024,P00245,C1001,3,394.23,1182.69
S02409,04/08/2024,P00117,C1083,2,182.68,365.36
S02410,20/08/2024,P00244,C1015,6,723.16,4338.96
S02411,20/02/2024,P00178,C1050,16,917.53,14680.48
S02412,23/02/2024,P00279,C1069,10,214.69,2146.9
S02413,02/01/2024,P00030,C1054,16,417.74,6683.84
S02414,16/09/2024,P00027,C1078,4,530.1,2120.4
S02415,23/11/2023,P00148,C1084,1,392.08,392.08
S02416,12/04/2024,P00042,C1060,17,256.23,4355.91
S02417,12/03/2024,P00164,C1080,17,154.79,2631.43
S02418,31/01/2024,P00066,C1014,3,997.41,2992.23
S02419,15/01/2024,P00145,C1016,13,298.19,3876.47
S02420,20/05/2024,P00106,C1056,14,672.54,9415.56
S02421,09/07/2024,P00146,C1049,12,772.34,9268.08
S02422,07/09/2024,P00176,C1007,18,621.19,11181.42
S02423,05/08/2024,P00292,C1067,5,672.73,3363.65
S02424,06/11/2023,P00126,C1068,12,616.75,7401.0
S02425,13/09/2024,P00032,C1100,20,63.57,1271.4
S02426,26/04/2024,P00047,C1025,12,727.47,8729.64
S02427,22/04/2024,P00068,C1046,11,413.91,4553.01
S02428,21/06/2024,P00188,C1021,13,687.6,8938.8
S02429,26/06/2024,P00190,C1010,9,980.25,8822.25
S02430,05/07/2024,P00293,C1019,14,832.93,11661.02
S02431,24/11/2023,P00235,C1076,5,600.78,3003.9
S02432,12/03/2024,P00155,C1012,8,229.01,1832.08
S02433,04/10/2024,P00268,C1046,3,789.84,2369.52
S02434,15/12/2023,P00005,C1026,16,728.93,11662.88
S02435,06/05/2024,P00282,C1073,2,623.78,1247.56
S02436,02/01/2024,P00066,C1025,8,997.41,7979.28
S02437,26/07/2024,P00269,C1066,12,713.2,8558.4
S02438,16/04/2024,P00175,C1020,8,458.77,3670.16
S02439,26/10/2023,P00242,C1045,13,584.15,7593.95
S02440,17/06/2024,P00289,C1070,19,568.68,10804.92
S02441,03/06/2024,P00245,C1028,8,394.23,3153.84
S02442,27/08/2024,P00134,C1029,18,967.69,17418.42
S02443,05/06/2024,P00107,C1010,7,366.18,2563.26
S02444,26/05/2024,P00112,C1089,7,351.3,2459.1
S02445,26/03/2024,P00254,C1008,12,349.19,4190.28
S02446,13/08/2024,P00206,C1098,9,121.94,1097.46
S02447,21/02/2024,P00074,C1043,6,203.11,1218.66
S02448,11/06/2024,P00173,C1017,16,522.52,8360.32
S02449,31/08/2024,P00192,C1052,18,44.33,797.94
S02450,12/06/2024,P00190,C1078,8,980.25,7842.0
S02451,12/05/2024,P00084,C1086,20,914.16,18283.2
S02452,08/09/2024,P00121,C1071,14,781.09,10935.26
S02453,23/02/2024,P00168,C1055,19,778.38,14789.22
S02454,14/03/2024,P00288,C1063,16,443.72,7099.52
S02455,30/11/2023,P00219,C1017,3,202.95,608.85
S02456,08/04/2024,P00251,C1097,4,101.11,404.44
S02457,15/09/2024,P00242,C1002,8,584.15,4673.2
S02458,03/03/2024,P00086,C1047,5,45.37,226.85
S02459,18/10/2024,P00201,C1088,6,892.96,5357.76
S02460,04/07/2024,P00257,C1088,3,662.97,1988.91
S02461,09/01/2024,P00271,C1084,10,255.76,2557.6
S02462,03/09/2024,P00272,C1039,7,354.4,2480.8
S02463,01/04/2024,P00126,C1072,2,616.75,1233.5
S02464,25/04/2024,P00214,C1063,3,358.89,1076.67
S02465,04/05/2024,P00226,C1055,1,902.89,902.89
S02466,08/08/2024,P00073,C1090,3,968.21,2904.63
S02467,12/09/2024,P00090,C1008,4,578.74,2314.96
S02468,05/03/2024,P00087,C1052,1,708.04,708.04
S02469,29/01/2024,P00232,C1006,9,504.67,4542.03
S02470,31/10/2023,P00074,C1066,2,203.11,406.22
S02471,28/06/2024,P00122,C1056,14,188.04,2632.56
S02472,06/12/2023,P00090,C1011,8,578.74,4629.92
S02473,11/04/2024,P00010,C1046,15,191.43,2871.45
S02474,27/11/2023,P00139,C1069,12,321.54,3858.48
S02475,27/04/2024,P00182,C1072,3,18.96,56.88
S02476,26/11/2023,P00166,C1015,5,965.87,4829.35
S02477,09/11/2023,P00173,C1090,18,522.52,9405.36
S02478,17/03/2024,P00170,C1058,6,993.88,5963.28
S02479,18/06/2024,P00017,C1061,5,976.27,4881.35
S02480,19/01/2024,P00292,C1053,19,672.73,12781.87
S02481,12/12/2023,P00136,C1048,2,483.37,966.74
S02482,18/09/2024,P00154,C1011,5,501.3,2506.5
S02483,06/05/2024,P00136,C1033,20,483.37,9667.4
S02484,19/10/2024,P00075,C1003,5,978.04,4890.2
S02485,09/08/2024,P00134,C1061,14,967.69,13547.66
S02486,19/09/2024,P00002,C1085,12,332.53,3990.36
S02487,10/11/2023,P00134,C1060,20,967.69,19353.8
S02488,25/07/2024,P00287,C1097,12,613.46,7361.52
S02489,06/10/2024,P00282,C1094,3,623.78,1871.34
S02490,23/08/2024,P00047,C1057,17,727.47,12366.99
S02491,05/01/2024,P00296,C1035,10,969.27,9692.7
S02492,23/05/2024,P00129,C1090,12,844.39,10132.68
S02493,20/06/2024,P00233,C1016,16,928.81,14860.96
S02494,20/02/2024,P00184,C1078,4,168.81,675.24
S02495,11/02/2024,P00003,C1008,6,294.21,1765.26
S02496,20/06/2024,P00096,C1051,14,838.06,11732.84
S02497,11/08/2024,P00281,C1060,12,548.26,6579.12
S02498,21/04/2024,P00297,C1061,17,744.19,12651.23
S02499,06/01/2024,P00162,C1062,9,109.34,984.06
S02500,28/09/2024,P00046,C1071,2,935.87,1871.74
S02501,25/09/2024,P00017,C1007,13,976.27,12691.51
S02502,11/03/2024,P00276,C1085,3,468.67,1406.01
S02503,25/02/2024,P00099,C1073,13,369.01,4797.13
S02504,17/01/2024,P00144,C1059,1,596.3,596.3
S02505,22/01/2024,P00234,C1046,15,345.33,5179.95
S02506,19/04/2024,P00200,C1037,15,835.6,12534.0
S02507,03/09/2024,P00038,C1095,14,913.52,12789.28
S02508,10/05/2024,P00216,C1038,19,444.82,8451.58
S02509,02/05/2024,P00121,C1022,2,781.09,1562.18
S02510,05/12/2023,P00073,C1083,20,968.21,19364.2
S02511,11/11/2023,P00044,C1033,14,668.45,9358.3
S02512,22/09/2024,P00083,C1093,2,665.31,1330.62
S02513,12/12/2023,P00130,C1032,6,560.73,3364.38
S02514,19/11/2023,P00054,C1091,10,254.64,2546.4
S02515,02/02/2024,P00055,C1098,3,366.85,1100.55
S02516,06/09/2024,P00258,C1024,14,100.62,1408.68
S02517,09/04/2024,P00230,C1060,10,177.74,1777.4
S02518,10/03/2024,P00296,C1030,17,969.27,16477.59
S02519,27/09/2024,P00194,C1058,16,153.3,2452.8
S02520,20/09/2024,P00136,C1052,20,483.37,9667.4
S02521,24/10/2023,P00297,C1056,7,744.19,5209.33
S02522,29/12/2023,P00009,C1043,7,567.65,3973.55
S02523,27/09/2024,P00143,C1091,9,879.24,7913.16
S02524,01/05/2024,P00288,C1036,9,443.72,3993.48
S02525,05/12/2023,P00216,C1024,18,444.82,8006.76
S02526,02/03/2024,P00006,C1085,9,978.12,8803.08
S02527,14/11/2023,P00160,C1036,2,421.7,843.4
S02528,10/12/2023,P00248,C1065,8,679.35,5434.8
S02529,09/11/2023,P00196,C1075,14,443.12,6203.68
S02530,18/07/2024,P00206,C1066,4,121.94,487.76
S02531,02/11/2023,P00179,C1075,18,220.09,3961.62
S02532,04/07/2024,P00255,C1010,3,93.28,279.84
S02533,31/12/2023,P00267,C1099,7,276.84,1937.88
S02534,27/01/2024,P00144,C1020,8,596.3,4770.4
S02535,15/03/2024,P00140,C1056,3,486.48,1459.44
S02536,22/10/2024,P00284,C1069,9,55.48,499.32
S02537,14/04/2024,P00275,C1057,18,559.04,10062.72
S02538,02/11/2023,P00065,C1022,4,328.73,1314.92
S02539,06/03/2024,P00170,C1011,2,993.88,1987.76
S02540,21/06/2024,P00217,C1028,15,799.76,11996.4
S02541,17/11/2023,P00103,C1056,16,731.98,11711.68
S02542,12/11/2023,P00298,C1003,13,414.77,5392.01
S02543,28/08/2024,P00021,C1008,18,504.66,9083.88
S02544,05/06/2024,P00192,C1084,2,44.33,88.66
S02545,10/04/2024,P00287,C1002,3,613.46,1840.38
S02546,01/07/2024,P00170,C1072,10,993.88,9938.8
S02547,07/07/2024,P00047,C1059,20,727.47,14549.4
S02548,30/09/2024,P00277,C1022,2,497.36,994.72
S02549,14/05/2024,P00005,C1006,6,728.93,4373.58
S02550,11/03/2024,P00125,C1038,9,834.19,7507.71
S02551,04/05/2024,P00047,C1082,6,727.47,4364.82
S02552,20/02/2024,P00181,C1092,8,198.45,1587.6
S02553,05/12/2023,P00267,C1022,8,276.84,2214.72
S02554,01/10/2024,P00037,C1094,6,456.23,2737.38
S02555,01/02/2024,P00293,C1029,1,832.93,832.93
S02556,15/01/2024,P00080,C1031,3,643.54,1930.62
S02557,12/04/2024,P00203,C1028,8,665.0,5320.0
S02558,06/05/2024,P00295,C1029,7,333.17,2332.19
S02559,22/02/2024,P00102,C1061,19,570.92,10847.48
S02560,23/10/2023,P00238,C1058,15,466.15,6992.25
S02561,29/05/2024,P00005,C1033,2,728.93,1457.86
S02562,27/08/2024,P00277,C1085,11,497.36,5470.96
S02563,21/09/2024,P00229,C1014,8,588.46,4707.68
S02564,24/02/2024,P00065,C1001,4,328.73,1314.92
S02565,29/06/2024,P00110,C1059,12,857.16,10285.92
S02566,27/12/2023,P00175,C1096,5,458.77,2293.85
S02567,12/07/2024,P00062,C1071,15,689.14,10337.1
S02568,20/06/2024,P00104,C1009,19,450.29,8555.51
S02569,16/06/2024,P00150,C1055,6,343.73,2062.38
S02570,05/09/2024,P00256,C1074,3,477.55,1432.65
S02571,26/11/2023,P00178,C1046,19,917.53,17433.07
S02572,11/08/2024,P00008,C1009,13,602.85,7837.05
S02573,21/03/2024,P00074,C1100,15,203.11,3046.65
S02574,07/12/2023,P00102,C1063,18,570.92,10276.56
S02575,25/09/2024,P00084,C1061,20,914.16,18283.2
S02576,25/06/2024,P00040,C1094,10,185.87,1858.7
S02577,04/03/2024,P00255,C1046,7,93.28,652.96
S02578,19/04/2024,P00290,C1035,5,780.79,3903.95
S02579,26/11/2023,P00294,C1082,9,317.07,2853.63
S02580,10/03/2024,P00041,C1028,16,495.31,7924.96
S02581,13/02/2024,P00234,C1043,20,345.33,6906.6
S02582,16/02/2024,P00168,C1075,2,778.38,1556.76
S02583,14/10/2024,P00256,C1064,18,477.55,8595.9
S02584,31/05/2024,P00250,C1043,4,853.34,3413.36
S02585,28/10/2023,P00233,C1054,8,928.81,7430.48
S02586,02/12/2023,P00212,C1096,14,673.82,9433.48
S02587,28/07/2024,P00169,C1008,1,709.22,709.22
S02588,29/06/2024,P00213,C1093,16,97.42,1558.72
S02589,12/11/2023,P00152,C1072,14,32.67,457.38
S02590,11/02/2024,P00137,C1096,16,944.41,15110.56
S02591,17/04/2024,P00216,C1039,11,444.82,4893.02
S02592,11/05/2024,P00236,C1098,17,450.53,7659.01
S02593,25/01/2024,P00091,C1021,1,334.92,334.92
S02594,12/03/2024,P00111,C1048,14,331.87,4646.18
S02595,20/11/2023,P00250,C1064,18,853.34,15360.12
S02596,18/09/2024,P00054,C1034,15,254.64,3819.6
S02597,19/02/2024,P00158,C1095,9,341.41,3072.69
S02598,26/06/2024,P00127,C1035,9,596.5,5368.5
S02599,18/01/2024,P00131,C1065,1,51.19,51.19
S02600,30/12/2023,P00275,C1069,7,559.04,3913.28
S02601,29/06/2024,P00238,C1004,4,466.15,1864.6
S02602,09/03/2024,P00153,C1021,5,618.41,3092.05
S02603,03/12/2023,P00163,C1040,1,301.43,301.43
S02604,01/11/2023,P00008,C1076,15,602.85,9042.75
S02605,09/04/2024,P00298,C1025,2,414.77,829.54
S02606,09/02/2024,P00219,C1085,3,202.95,608.85
S02607,27/02/2024,P00272,C1049,12,354.4,4252.8
S02608,01/07/2024,P00262,C1017,17,480.14,8162.38
S02609,27/03/2024,P00268,C1033,17,789.84,13427.28
S02610,08/09/2024,P00215,C1058,1,293.44,293.44
S02611,13/05/2024,P00034,C1046,15,34.37,515.55
S02612,08/02/2024,P00036,C1055,6,228.4,1370.4
S02613,11/01/2024,P00262,C1093,13,480.14,6241.82
S02614,31/05/2024,P00003,C1022,17,294.21,5001.57
S02615,31/08/2024,P00069,C1068,5,849.08,4245.4
S02616,11/10/2024,P00009,C1075,3,567.65,1702.95
S02617,11/01/2024,P00053,C1022,16,194.78,3116.48
S02618,10/02/2024,P00025,C1037,13,331.08,4304.04
S02619,12/09/2024,P00171,C1053,6,384.97,2309.82
S02620,10/02/2024,P00143,C1059,7,879.24,6154.68
S02621,07/08/2024,P00282,C1045,12,623.78,7485.36
S02622,29/09/2024,P00163,C1084,15,301.43,4521.45
S02623,23/09/2024,P00054,C1026,13,254.64,3310.32
S02624,21/11/2023,P00182,C1031,9,18.96,170.64
S02625,22/04/2024,P00194,C1011,12,153.3,1839.6
S02626,19/11/2023,P00047,C1028,17,727.47,12366.99
S02627,29/10/2023,P00156,C1066,6,914.78,5488.68
S02628,11/05/2024,P00207,C1004,19,688.48,13081.12
S02629,04/03/2024,P00061,C1099,9,514.48,4630.32
S02630,16/11/2023,P00250,C1033,3,853.34,2560.02
S02631,11/02/2024,P00063,C1089,8,431.76,3454.08
S02632,09/06/2024,P00260,C1086,14,522.65,7317.1
S02633,22/12/2023,P00088,C1006,8,637.46,5099.68
S02634,29/09/2024,P00134,C1060,8,967.69,7741.52
S02635,17/02/2024,P00004,C1021,6,661.85,3971.1
S02636,23/06/2024,P00034,C1001,1,34.37,34.37
S02637,15/06/2024,P00180,C1044,5,480.94,2404.7
S02638,14/07/2024,P00233,C1050,3,928.81,2786.43
S02639,23/08/2024,P00050,C1035,15,640.37,9605.55
S02640,10/01/2024,P00110,C1058,10,857.16,8571.6
S02641,07/10/2024,P00181,C1078,18,198.45,3572.1
S02642,10/03/2024,P00025,C1091,10,331.08,3310.8
S02643,31/01/2024,P00206,C1030,2,121.94,243.88
S02644,02/07/2024,P00176,C1075,1,621.19,621.19
S02645,15/01/2024,P00294,C1038,14,317.07,4438.98
S02646,05/04/2024,P00106,C1025,9,672.54,6052.86
S02647,17/12/2023,P00082,C1008,1,323.73,323.73
S02648,13/01/2024,P00194,C1089,10,153.3,1533.0
S02649,06/01/2024,P00087,C1057,14,708.04,9912.56
S02650,15/09/2024,P00233,C1028,6,928.81,5572.86
S02651,22/01/2024,P00173,C1095,12,522.52,6270.24
S02652,13/09/2024,P00273,C1028,19,472.98,8986.62
S02653,24/06/2024,P00172,C1057,15,649.15,9737.25
S02654,14/10/2024,P00026,C1060,11,621.02,6831.22
S02655,12/01/2024,P00022,C1053,9,503.78,4534.02
S02656,10/10/2024,P00190,C1049,12,980.25,11763.0
S02657,04/06/2024,P00069,C1008,13,849.08,11038.04
S02658,12/11/2023,P00230,C1096,2,177.74,355.48
S02659,05/09/2024,P00259,C1082,5,679.96,3399.8
S02660,09/03/2024,P00018,C1057,2,797.79,1595.58
S02661,05/02/2024,P00168,C1099,19,778.38,14789.22
S02662,28/11/2023,P00237,C1058,4,484.58,1938.32
S02663,20/07/2024,P00295,C1019,1,333.17,333.17
S02664,06/07/2024,P00006,C1046,11,978.12,10759.32
S02665,16/06/2024,P00081,C1008,3,227.87,683.61
S02666,19/11/2023,P00082,C1007,6,323.73,1942.38
S02667,12/05/2024,P00112,C1008,5,351.3,1756.5
S02668,23/03/2024,P00003,C1027,3,294.21,882.63
S02669,16/08/2024,P00042,C1062,8,256.23,2049.84
S02670,21/04/2024,P00214,C1028,19,358.89,6818.91
S02671,06/11/2023,P00071,C1010,5,812.64,4063.2
S02672,20/10/2024,P00126,C1077,17,616.75,10484.75
S02673,17/10/2024,P00077,C1014,5,612.93,3064.65
S02674,02/10/2024,P00186,C1071,14,701.83,9825.62
S02675,23/03/2024,P00055,C1053,6,366.85,2201.1
S02676,04/11/2023,P00273,C1068,15,472.98,7094.7
S02677,16/06/2024,P00292,C1004,8,672.73,5381.84
S02678,04/12/2023,P00229,C1075,16,588.46,9415.36
S02679,31/08/2024,P00194,C1048,4,153.3,613.2
S02680,26/02/2024,P00216,C1082,12,444.82,5337.84
S02681,23/09/2024,P00221,C1014,11,673.36,7406.96
S02682,19/08/2024,P00136,C1057,17,483.37,8217.29
S02683,04/03/2024,P00169,C1075,13,709.22,9219.86
S02684,10/09/2024,P00032,C1090,20,63.57,1271.4
S02685,21/08/2024,P00184,C1055,11,168.81,1856.91
S02686,09/05/2024,P00217,C1057,13,799.76,10396.88
S02687,25/09/2024,P00227,C1090,6,334.94,2009.64
S02688,23/01/2024,P00265,C1097,6,507.29,3043.74
S02689,26/03/2024,P00199,C1065,9,195.65,1760.85
S02690,28/12/2023,P00138,C1026,18,369.82,6656.76
S02691,25/02/2024,P00257,C1010,4,662.97,2651.88
S02692,22/01/2024,P00199,C1080,19,195.65,3717.35
S02693,16/11/2023,P00004,C1076,1,661.85,661.85
S02694,26/12/2023,P00296,C1095,20,969.27,19385.4
S02695,06/09/2024,P00135,C1075,18,131.7,2370.6
S02696,01/07/2024,P00229,C1060,16,588.46,9415.36
S02697,02/03/2024,P00218,C1094,8,633.66,5069.28
S02698,14/04/2024,P00023,C1091,13,853.67,11097.71
S02699,29/04/2024,P00222,C1062,6,123.25,739.5
S02700,16/07/2024,P00009,C1038,8,567.65,4541.2
S02701,06/05/2024,P00054,C1042,1,254.64,254.64
S02702,04/01/2024,P00225,C1086,17,525.37,8931.29
S02703,20/03/2024,P00235,C1085,8,600.78,4806.24
S02704,30/03/2024,P00268,C1074,9,789.84,7108.56
S02705,02/05/2024,P00239,C1091,7,328.94,2302.58
S02706,29/11/2023,P00086,C1066,14,45.37,635.18
S02707,25/10/2023,P00129,C1081,9,844.39,7599.51
S02708,18/06/2024,P00137,C1091,8,944.41,7555.28
S02709,15/04/2024,P00042,C1008,7,256.23,1793.61
S02710,16/02/2024,P00151,C1069,13,169.77,2207.01
S02711,24/11/2023,P00281,C1062,15,548.26,8223.9
S02712,19/07/2024,P00296,C1007,2,969.27,1938.54
S02713,24/05/2024,P00178,C1038,13,917.53,11927.89
S02714,06/01/2024,P00244,C1012,20,723.16,14463.2
S02715,04/08/2024,P00279,C1058,5,214.69,1073.45
S02716,15/11/2023,P00160,C1006,15,421.7,6325.5
S02717,26/01/2024,P00083,C1029,18,665.31,11975.58
S02718,18/07/2024,P00028,C1004,1,499.78,499.78
S02719,29/12/2023,P00053,C1087,8,194.78,1558.24
S02720,16/12/2023,P00060,C1043,15,670.8,10062.0
S02721,06/02/2024,P00265,C1031,2,507.29,1014.58
S02722,27/03/2024,P00019,C1100,16,697.46,11159.36
S02723,29/07/2024,P00036,C1043,10,228.4,2284.0
S02724,08/01/2024,P00224,C1018,1,781.41,781.41
S02725,09/03/2024,P00239,C1093,11,328.94,3618.34
S02726,24/06/2024,P00094,C1037,3,38.96,116.88
S02727,17/01/2024,P00285,C1075,15,259.72,3895.8
S02728,21/03/2024,P00219,C1056,3,202.95,608.85
S02729,22/09/2024,P00275,C1016,7,559.04,3913.28
S02730,15/01/2024,P00284,C1092,19,55.48,1054.12
S02731,01/10/2024,P00112,C1050,1,351.3,351.3
S02732,09/08/2024,P00269,C1080,20,713.2,14264.0
S02733,06/07/2024,P00157,C1091,8,807.6,6460.8
S02734,19/11/2023,P00021,C1073,11,504.66,5551.26
S02735,08/04/2024,P00272,C1046,10,354.4,3544.0
S02736,27/01/2024,P00061,C1045,12,514.48,6173.76
S02737,01/08/2024,P00270,C1021,19,381.51,7248.69
S02738,05/05/2024,P00137,C1073,14,944.41,13221.74
S02739,10/06/2024,P00130,C1018,13,560.73,7289.49
S02740,29/08/2024,P00067,C1031,17,471.86,8021.62
S02741,14/10/2024,P00068,C1057,4,413.91,1655.64
S02742,08/11/2023,P00014,C1092,9,403.16,3628.44
S02743,26/11/2023,P00281,C1076,2,548.26,1096.52
S02744,01/10/2024,P00134,C1095,17,967.69,16450.73
S02745,23/10/2023,P00152,C1002,13,32.67,424.71
S02746,11/01/2024,P00044,C1007,11,668.45,7352.95
S02747,23/10/2023,P00135,C1046,20,131.7,2634.0
S02748,20/03/2024,P00087,C1072,3,708.04,2124.12
S02749,01/07/2024,P00098,C1050,15,11.07,166.05
S02750,21/12/2023,P00202,C1092,13,346.41,4503.33
S02751,28/09/2024,P00184,C1027,12,168.81,2025.72
S02752,02/07/2024,P00276,C1022,4,468.67,1874.68
S02753,04/02/2024,P00154,C1085,19,501.3,9524.7
S02754,22/12/2023,P00145,C1070,2,298.19,596.38
S02755,20/07/2024,P00269,C1041,1,713.2,713.2
S02756,25/09/2024,P00123,C1057,20,213.97,4279.4
S02757,04/11/2023,P00031,C1083,5,543.77,2718.85
S02758,22/06/2024,P00241,C1018,20,528.6,10572.0
S02759,24/11/2023,P00280,C1088,3,476.55,1429.65
S02760,23/01/2024,P00210,C1068,15,251.91,3778.65
S02761,18/02/2024,P00278,C1088,5,353.77,1768.85
S02762,08/11/2023,P00158,C1024,16,341.41,5462.56
S02763,21/04/2024,P00044,C1053,5,668.45,3342.25
S02764,25/03/2024,P00034,C1009,15,34.37,515.55
S02765,04/04/2024,P00180,C1061,12,480.94,5771.28
S02766,16/10/2024,P00130,C1009,19,560.73,10653.87
S02767,21/10/2024,P00278,C1059,5,353.77,1768.85
S02768,01/06/2024,P00203,C1010,17,665.0,11305.0
S02769,26/08/2024,P00256,C1083,2,477.55,955.1
